movieID,avg rating,duration,Year
160028,5.00,203,1962
147966,5.00,72,1958
146489,5.00,210,1963
146487,5.00,174,1964
145620,5.00,201,1961
133017,4.50,175,1963
133013,5.00,127,1964
122535,3.25,178,1996
259795,3.83,111,2010
228205,2.25,188,2010
228203,1.75,83,2009
196077,2.90,84,1987
194815,2.25,72,2016
193573,3.38,147,2015
284931,4.25,161,2008
267136,4.00,65,2021
215153,3.17,150,2019
253478,2.25,208,2020
226794,4.00,201,2008
187539,3.69,203,1942
200992,3.00,48,2018
218699,3.50,65,1957
215967,2.25,51,1957
192449,3.00,192,1967
154524,2.25,103,1935
72589,3.75,91,1955
62781,3.90,138,1991
180313,1.88,174,2010
180307,4.50,176,2014
180305,3.17,123,2010
180303,3.50,47,1988
180299,2.79,189,1999
180019,3.50,171,2012
179689,3.70,199,2017
179317,3.67,205,
179315,2.90,137,2017
179307,3.33,128,2017
281970,3.00,46,2018
179093,2.30,134,2017
281842,1.00,173,2020
178965,1.90,194,2017
281194,2.00,168,2015
178317,2.00,196,2017
280532,3.00,144,2003
177655,3.50,178,2017
171993,3.50,71,2014
167932,2.67,87,1987
267956,2.50,70,1902
165079,3.25,210,1965
163328,2.50,64,1933
162326,2.67,89,2016
160812,3.12,50,2004
157719,2.00,31,1954
156517,3.00,208,1952
155415,3.50,154,2015
152948,3.75,125,1991
151829,3.00,146,1940
252790,1.50,52,2013
149913,3.00,195,1966
148361,2.25,154,1960
148026,2.25,123,1955
145871,4.50,63,1967
144112,2.75,53,2000
141426,3.12,55,2015
140641,3.33,182,2004
136166,2.75,97,1957
135218,3.17,57,2013
134957,3.44,98,2002
133911,2.67,170,1939
133543,3.70,199,2014
132392,3.00,148,1967
128395,3.50,171,1978
125009,2.25,122,1955
122661,3.50,79,1935
122605,2.40,83,1951
118820,3.00,133,2008
220768,3.00,159,2003
117891,2.75,176,2011
113983,2.25,144,1937
102845,4.00,66,1940
97548,3.00,89,1975
95597,3.25,158,2008
194560,2.50,195,1993
91683,1.83,101,2010
84436,3.00,181,2000
65468,3.00,108,1950
197617,2.90,202,2018
137395,3.27,157,2012
218623,1.50,201,2017
115746,3.75,176,2009
148814,3.83,107,2015
205511,4.25,143,2019
199131,3.62,97,2003
277292,3.50,132,1956
174415,4.25,35,2014
276461,3.00,99,2022
243908,2.75,194,2017
227574,2.75,126,2018
204140,4.00,109,2017
203427,0.50,39,2007
200126,2.12,48,2016
190217,3.07,133,2016
181553,3.50,127,2017
173437,2.93,192,2016
140803,3.75,72,2013
205046,2.17,32,2008
204822,3.88,95,2013
216827,1.70,175,2020
180989,3.50,200,2005
176259,1.62,133,2000
162746,3.38,48,
160702,2.17,83,2004
126194,1.00,40,1961
116291,3.00,105,1981
201068,3.00,31,1993
98191,2.80,209,2011
86493,1.50,206,1980
179393,2.38,144,2005
151048,4.50,195,1962
287819,2.88,183,2023
287705,2.00,148,2023
176281,3.62,177,2009
279158,1.00,120,2022
230277,3.70,109,2006
179703,2.56,55,2005
173779,3.12,185,2007
171199,3.75,121,1975
170715,3.67,63,2004
149936,3.25,71,2012
133861,2.60,32,1976
93185,3.70,98,2008
88205,2.00,174,2001
98325,3.17,124,1962
201202,4.04,89,1988
186919,4.00,200,2010
162434,4.12,44,1972
154620,2.92,65,1970
167658,3.62,199,2015
228191,2.88,107,2019
221456,3.50,183,2009
196701,2.80,58,2017
195513,3.75,149,2002
158719,2.17,169,2003
234701,4.00,62,2017
131824,3.12,31,1985
137634,2.50,199,1979
285569,3.50,90,2015
284851,3.25,198,2022
283195,2.50,113,2022
282725,3.17,123,2023
275867,2.71,95,2022
265682,2.88,194,2021
265128,3.50,178,2003
263999,1.67,49,2021
160002,1.25,87,1957
262879,2.17,76,2021
261883,3.00,102,2020
156848,3.00,67,1991
259725,1.83,48,2021
257013,3.50,170,2021
250676,1.83,195,2010
250004,1.50,72,2012
248030,1.75,145,2020
236305,3.88,42,2019
236027,1.75,131,2005
234199,3.50,114,2004
234167,2.83,70,2009
231671,3.50,107,1999
229587,3.25,39,2005
228103,3.00,193,2000
124613,3.00,150,1961
227490,3.00,51,2019
123083,4.00,187,1993
225960,3.00,138,2007
224791,3.50,111,2019
121632,3.50,49,1938
224509,4.33,105,2020
224300,2.75,130,2020
224216,3.33,89,2020
221584,1.50,97,2016
221380,3.00,174,2005
220826,3.42,109,2019
220580,3.83,134,2004
220310,3.50,129,2020
220306,2.20,73,2020
220302,4.00,208,2010
220072,2.67,181,2003
219677,2.75,187,2005
218841,2.50,39,2014
218839,1.50,112,2006
217771,2.80,56,2020
216125,2.42,76,2018
216089,2.17,182,2009
216087,2.67,58,2004
215187,1.83,48,2014
214074,3.00,147,2020
204730,2.50,84,2012
202085,1.90,164,2008
201492,3.50,185,1997
200740,3.00,119,2019
194754,3.00,146,2001
192771,4.38,139,2004
192675,4.17,210,2018
192567,2.83,55,2010
191239,3.25,95,2003
190927,3.12,143,2010
188221,2.44,67,2017
187459,2.45,74,2018
186473,2.38,201,2018
184705,2.50,172,2002
183965,2.39,193,2017
183367,3.00,56,2016
182555,3.00,40,2016
280582,5.00,199,1975
177705,2.90,109,2017
175827,3.67,157,2006
174801,2.90,37,2016
172311,3.12,89,2012
172281,3.50,95,2007
170849,2.33,30,2005
272231,2.90,65,2022
169354,3.62,70,2016
163054,3.25,135,2015
162702,3.33,31,1998
159680,2.00,133,2014
259577,3.33,94,2021
156700,1.88,188,2010
152507,1.57,65,2009
152471,2.00,66,2009
152469,3.00,118,2005
152439,2.57,128,2003
148869,3.25,173,2001
147344,2.60,172,2007
143587,2.00,96,2009
140218,1.75,203,2014
139299,1.80,166,2002
136634,1.80,59,2014
132464,2.50,150,2012
128183,2.67,126,2013
127865,2.20,159,2004
228781,1.00,159,
125904,3.07,92,2001
125509,1.57,87,2007
123487,2.00,173,2001
123322,1.36,177,2008
122651,4.00,187,2011
116273,3.25,208,2007
219001,3.00,183,1983
116124,2.90,57,1999
116026,2.88,152,2006
204248,2.00,58,
101371,2.00,48,2001
137873,2.75,169,2015
240750,0.50,86,2018
201835,2.17,180,2009
98958,3.62,153,2000
217397,4.00,58,2017
252990,3.50,70,1982
182975,3.50,108,2010
157266,3.05,187,2009
71931,2.40,141,1969
262113,2.75,83,2021
280746,5.00,71,1967
177869,3.61,56,2015
222519,4.00,73,2013
230319,3.22,86,2020
223242,2.12,89,2020
195669,3.18,78,2018
188167,3.30,156,2011
268046,0.50,168,1999
165169,3.57,133,2015
268042,3.00,198,2003
165165,3.00,119,2012
175983,1.00,81,1990
157663,2.00,68,2004
148526,2.25,128,1962
145482,2.75,188,1964
144484,2.25,66,2006
142294,2.00,113,1964
243288,2.00,169,2009
140411,2.62,37,1962
133447,2.25,192,1961
129500,2.75,203,1961
155437,3.90,178,1975
152075,3.83,113,2014
132557,3.35,79,2010
26018,3.50,207,1958
62920,3.12,209,1951
165797,3.50,149,2006
138618,3.83,147,2005
183541,3.00,141,1979
182927,3.50,115,1980
182821,3.00,155,1978
179255,3.50,186,1981
170735,3.50,131,1986
152427,2.75,140,1962
270582,3.50,73,1984
131347,3.60,175,1969
121713,3.12,188,1935
187157,2.50,89,2018
179895,3.50,62,2013
269344,1.50,207,1912
166467,4.00,143,2014
164230,3.00,124,1998
124386,3.12,104,1969
226948,1.50,50,2007
124071,2.33,193,1959
173635,2.80,143,1990
164143,2.03,206,2009
116734,2.07,187,2007
168124,2.50,99,2011
149556,3.38,109,1939
141323,3.00,88,1937
124492,3.25,99,1937
120490,2.00,102,1951
113783,3.17,41,1968
192145,2.75,80,1985
89268,3.38,61,1940
193529,5.00,63,1992
193527,4.67,102,1995
193387,3.83,175,1963
193385,3.50,123,1961
193383,4.00,69,1963
193377,4.25,185,1962
246804,4.00,85,2003
225021,3.40,178,2006
139112,4.00,151,2013
131634,2.60,97,1990
90744,2.40,100,1970
184825,2.41,164,2016
252448,2.00,181,2014
200370,3.25,72,2018
197717,1.33,118,2018
173457,3.92,102,2015
235521,4.50,169,1992
132644,1.50,189,2015
224529,3.05,162,2019
136812,3.25,165,2015
160974,4.00,57,1973
263851,3.50,157,2021
223304,2.00,142,1984
188331,2.81,198,1995
169316,5.00,148,2016
193127,4.00,37,1993
260845,3.75,127,2021
230643,3.50,162,2016
215905,1.17,35,2019
193673,3.50,141,1942
136582,4.00,127,2010
248218,5.00,191,1995
215151,3.67,90,2009
278116,1.00,119,1999
175239,3.10,151,2017
282169,4.00,128,1950
282167,3.50,93,2012
282165,3.50,138,2019
203735,3.64,146,2019
203052,3.25,81,2014
201997,3.00,187,2008
201446,2.86,168,2018
200390,3.61,166,2013
199121,3.50,145,2011
198833,3.58,101,2018
188205,3.50,117,2016
217051,3.00,121,2015
114174,3.07,70,2013
265484,3.50,87,2021
229581,4.00,148,2019
124679,3.00,158,1932
227556,4.00,45,1946
180147,3.28,101,1978
179271,3.75,154,1967
179265,3.75,177,1940
179261,3.25,209,1969
179259,2.50,206,1964
273393,3.50,94,2022
264019,2.67,49,2021
260523,2.30,140,2021
139435,3.00,140,2007
242312,3.25,181,2021
232465,3.50,156,2000
218409,3.75,52,2019
201909,2.50,173,2015
188705,3.33,70,2018
288361,2.25,159,2023
281999,3.83,190,2022
276501,3.07,40,2022
166609,2.44,183,1992
269486,3.00,133,2021
179425,4.50,74,2008
168424,3.67,133,2015
160846,3.72,129,2002
153594,3.30,108,2000
148178,2.20,182,2001
141154,2.67,53,2014
234299,3.75,185,1997
191199,2.92,64,2007
204630,2.71,115,2019
195317,3.08,122,2018
225838,3.50,125,2007
225023,2.50,163,1990
218573,2.25,81,2001
215807,2.50,198,1975
202844,3.00,207,1987
200428,2.17,30,2012
199514,3.25,143,2019
194122,2.33,72,1988
186039,3.50,32,1963
184597,4.60,135,2013
182875,2.40,187,2006
181741,3.20,186,1965
181097,2.50,203,1980
180983,3.71,154,2006
179717,3.00,177,1988
176011,3.88,173,2010
277720,3.50,89,2022
174843,2.50,55,1972
168068,1.50,163,1964
167954,3.00,142,1999
167588,3.50,141,1985
166820,3.17,34,1992
166691,2.50,72,1963
161494,3.50,147,1989
161468,4.12,58,1979
264341,3.00,60,2014
161464,3.00,103,1981
161460,3.00,73,1976
161456,2.00,185,1976
264323,4.25,141,1997
161446,2.58,64,1967
161438,3.50,194,1961
264309,3.50,210,2009
161432,2.50,62,1961
264295,0.50,207,1992
161418,3.50,95,1949
161038,1.25,59,1979
263879,2.00,166,2020
161002,2.00,188,1992
160870,3.33,60,1959
157244,3.67,156,1973
256551,2.00,135,2014
153674,2.70,202,1973
150840,2.64,194,1959
150288,4.00,114,1978
147386,1.86,202,1990
145422,2.71,67,1964
248132,4.00,157,2014
145255,3.38,47,1974
144084,3.25,167,1983
137533,3.50,110,1970
134292,3.00,180,1976
234185,2.67,164,2004
131308,2.88,188,1998
130610,2.90,162,1971
129502,2.62,138,1960
122443,2.75,101,1974
122435,2.19,163,1967
121326,2.30,57,1968
120594,2.25,126,1959
117736,3.00,152,1932
116811,3.50,141,1964
219284,2.50,202,2016
116407,2.75,197,1968
116165,2.88,171,1965
218403,2.50,43,2019
115526,3.08,50,1971
113311,3.50,47,1960
110517,4.00,39,1974
102495,3.67,158,2007
288849,3.00,197,2018
288061,3.00,130,2021
288059,3.50,51,2019
288035,1.50,148,2013
287831,3.00,200,2009
287443,3.83,208,2021
286625,3.00,40,1978
285929,2.50,190,2012
285131,2.50,93,2022
283947,3.50,124,1971
282893,2.00,114,2013
282767,2.00,44,2021
282357,3.00,144,2017
178439,4.00,154,2011
281316,4.00,50,2021
281314,3.50,88,2015
281136,3.50,103,2022
177153,3.25,201,1956
280030,3.57,120,2022
277003,3.00,32,2021
277001,3.00,97,2018
276577,3.50,63,1948
276157,3.00,82,2011
276011,1.75,35,1958
275899,3.83,131,2022
275879,2.50,201,1940
275849,3.50,30,2015
272605,3.25,51,2017
271230,3.17,181,2021
269800,2.00,87,2022
166377,2.00,82,2010
269254,3.00,69,1957
164907,2.20,171,2012
267784,2.50,44,2018
164783,3.25,96,2014
267660,3.00,77,2017
267474,3.50,198,1967
266310,3.00,102,2021
266308,2.50,96,2021
160672,2.92,93,1966
263549,2.50,54,1947
261599,3.00,191,1961
260445,3.00,157,2021
259249,3.38,159,2021
250914,3.62,61,2021
250878,3.50,184,2019
250830,4.00,156,2016
249898,3.00,113,2009
248934,2.83,203,1953
248042,1.75,108,2021
246304,2.50,125,2021
243838,3.50,87,2020
241020,3.25,201,1959
238286,3.10,126,2021
238184,2.33,132,2020
237308,2.93,128,2020
237232,3.50,53,2020
235599,3.50,67,1983
132148,3.25,150,2015
235025,3.50,40,2012
234213,3.00,165,2014
233913,3.50,46,2015
233911,3.50,66,2016
231157,3.00,134,1986
230745,2.67,164,1958
230625,3.90,151,2020
227250,3.00,77,2015
227086,3.00,175,1948
226684,3.00,59,1947
123735,3.58,64,2011
226612,3.83,144,1946
123417,2.50,95,1939
226294,2.50,178,1936
224026,1.50,59,2014
121003,2.75,131,2012
223880,2.50,115,1935
117105,1.00,151,2002
219982,3.00,75,2006
219707,2.50,76,1961
218465,3.00,175,1936
218197,3.00,203,
218195,3.33,93,1936
217875,2.25,31,2019
216869,3.00,201,2018
216585,2.50,112,2012
215975,1.50,80,1965
215761,2.25,62,2000
215593,2.50,122,1937
215323,2.62,44,1953
110923,3.25,192,1933
213800,3.00,146,1956
207361,3.14,210,2011
203226,3.25,95,2012
203214,3.00,76,1963
201236,3.12,127,1958
199426,2.67,91,2018
196885,3.00,84,1940
196787,5.00,51,1964
196723,2.50,142,1961
196471,3.00,165,
195481,3.00,195,2011
193045,3.50,112,1964
192227,3.50,88,
178891,3.50,59,1963
280468,4.00,95,2022
177591,2.00,154,1965
177373,2.40,100,1998
278790,3.00,201,2017
175913,2.92,206,1971
174463,3.25,119,2006
173697,3.50,104,1985
173465,3.50,120,1958
168756,3.38,98,1967
167024,3.50,38,1941
166950,3.17,68,1987
165935,3.00,154,1963
161554,1.90,189,1935
161530,1.20,36,1934
161396,2.67,59,1938
158224,2.25,75,1942
151839,2.83,145,1936
149634,1.50,35,1942
251672,1.00,80,2015
148795,2.67,137,1986
146884,3.50,121,1963
146750,3.33,183,1954
145382,2.67,33,2001
143813,3.19,39,1955
139849,3.33,140,2012
138814,2.00,162,1997
136148,3.56,59,1955
132404,2.67,189,1962
124515,2.50,151,1965
123528,3.00,136,1941
122681,3.50,149,1998
100372,3.30,66,2009
89705,3.62,124,2009
188319,2.50,97,1949
85442,3.75,67,2005
83345,2.90,75,1953
220918,3.67,51,2019
195943,1.50,191,2018
195867,3.75,83,2016
137895,2.50,109,1965
240772,3.90,143,2006
236345,4.25,93,1986
214997,3.00,180,2002
199662,3.00,201,1995
162508,2.00,170,2014
145138,3.00,179,2001
138166,2.25,114,1997
273903,3.00,63,2022
288317,4.50,191,2022
288309,3.50,57,2022
179001,3.00,139,
281878,3.50,98,2022
277894,3.50,150,2022
275159,0.50,96,2018
274991,0.50,147,2009
263425,1.00,139,2020
260813,3.50,106,2020
151023,4.00,88,1954
253900,3.25,120,2021
245434,3.00,52,2020
245412,2.25,114,2021
245102,1.50,162,2018
239814,2.50,141,2020
227118,1.00,130,2017
123985,2.25,112,2013
226862,3.00,44,2020
225337,0.50,157,2020
223115,1.00,37,2019
220708,1.50,88,2020
220480,3.50,187,2016
215619,2.00,155,2017
189471,2.71,201,2018
183675,2.25,73,2016
183659,3.17,159,2017
180429,2.73,148,2017
171753,1.50,122,
171747,2.12,184,2016
168780,1.75,166,2016
148416,0.50,45,2012
123176,2.25,43,2007
271252,0.50,101,2020
233909,3.00,56,2015
233905,2.00,94,2008
233903,2.00,136,2013
233899,2.00,154,2019
227200,2.12,179,2011
224214,2.75,105,2020
221026,1.67,187,2019
193617,2.50,42,2018
192621,2.00,184,2015
184155,2.83,205,
170557,1.25,195,2015
272941,3.50,86,1973
170064,2.75,74,2012
164059,2.00,109,2015
160515,2.25,207,2016
159735,2.50,202,2016
251878,2.00,67,2008
149001,1.50,183,2013
139618,2.00,137,2012
126182,2.00,35,2014
121364,2.92,187,2011
91558,2.89,88,1995
246128,3.00,162,2018
143251,2.00,208,2003
127881,3.25,50,2008
122760,2.20,121,2000
201216,3.00,161,1981
98339,3.00,71,2005
181899,2.67,160,1950
79022,2.30,197,2000
154947,1.78,146,2014
202769,4.33,190,
287351,2.25,197,2023
254678,4.00,163,2000
247480,3.50,93,1947
228261,1.83,109,1931
222437,3.33,61,2001
221242,2.00,142,2019
204520,2.00,183,1948
204316,3.17,156,1931
203837,2.81,196,1964
198993,2.50,205,2005
198893,3.00,39,2007
197999,2.83,84,2018
197339,3.00,175,2016
193135,2.17,83,1931
192695,3.38,129,1997
192401,2.50,187,1997
183173,4.00,63,1999
183133,2.25,149,1976
179269,3.12,139,1957
280356,2.50,123,2022
177479,3.62,77,1939
176399,3.17,197,1938
172275,3.40,191,2004
166798,2.33,136,1987
166792,2.50,44,1986
269656,0.50,73,2021
166779,2.20,30,2011
269650,3.00,55,2021
166773,2.88,58,1986
269624,3.50,209,2022
166747,3.20,132,1985
166340,2.08,171,1933
165355,3.86,51,1933
266736,3.00,162,1990
163859,0.50,178,1979
162066,3.00,125,1973
162038,3.00,176,1943
162026,2.38,73,1937
158986,2.83,153,1946
156929,2.33,98,1940
156751,2.25,41,1930
156303,2.50,116,1954
152391,4.00,203,1944
149864,2.00,130,1933
148598,1.00,109,1951
146686,3.25,98,1945
145424,2.00,189,1964
143980,3.21,51,1972
142300,2.17,69,1961
141602,2.75,149,1944
141329,3.00,149,1933
141288,0.50,156,1992
141264,2.00,179,1940
137170,2.50,66,1990
237145,4.00,209,2015
134268,3.36,187,1987
131582,2.86,171,1988
233713,3.17,171,2015
130836,1.25,158,1992
233549,3.00,196,1993
130672,1.50,103,1976
129447,2.50,36,1998
128209,2.50,120,1962
127027,1.92,46,1957
125513,3.38,149,1959
125359,3.50,111,1983
125281,3.00,60,1953
125191,2.94,167,1941
125091,3.50,63,1941
125039,3.50,157,1940
124945,4.00,95,1958
124819,1.83,89,1988
124470,3.00,184,1933
226876,4.00,46,2014
123999,3.00,193,1935
123602,3.00,53,1971
226210,3.00,81,1984
123333,2.50,74,1935
123024,2.58,30,1941
122950,3.00,89,1926
121831,4.00,126,1957
120410,0.50,95,2013
120282,2.43,134,2002
119605,3.75,39,1951
117956,1.00,185,1947
117738,2.40,126,1933
117716,1.75,41,1944
218941,3.33,155,2017
116064,1.50,203,1997
112877,2.00,63,1942
215415,3.50,42,2016
112538,2.21,125,1934
112483,2.75,195,1979
112247,3.12,162,1970
97726,1.88,100,1977
199448,1.00,156,2006
96571,3.29,119,1963
88429,2.72,202,1958
80667,2.50,91,1966
69195,3.00,195,1955
258973,5.00,202,2002
182453,5.00,135,2008
202019,0.50,100,1988
152252,2.75,153,2015
64754,2.67,104,2005
264335,0.50,36,2021
161458,3.00,133,1976
151426,3.00,76,1971
154937,1.67,206,2010
149608,2.00,101,2014
248002,2.55,136,2020
241968,1.25,165,2021
228087,2.20,78,2020
137529,1.00,173,1971
119870,0.50,88,1995
184247,2.67,57,2017
204104,3.50,44,2018
202319,3.25,208,2018
177263,2.83,205,2016
173463,3.33,52,2016
214302,3.33,39,2018
194859,3.00,36,
191263,2.50,173,2017
268530,4.00,51,2020
165653,3.83,96,2012
165625,3.88,99,1987
268026,4.50,118,1901
165149,4.25,82,2015
159235,2.67,206,2015
176461,2.50,165,2014
279338,4.00,37,1940
265070,2.50,98,1938
139321,2.25,105,2014
242198,3.25,40,1935
217927,2.50,155,2018
215115,3.25,121,1939
195689,2.21,207,2018
166733,3.50,127,1936
160384,3.75,66,1931
149956,2.50,201,1944
149558,4.00,76,1931
144025,3.00,185,1935
124943,2.90,86,1935
124566,2.90,200,1946
124362,3.50,208,1944
120309,2.88,46,1938
222651,3.00,42,2019
119774,3.25,154,1938
117730,3.00,30,1942
117664,4.00,154,1934
116193,2.55,85,1941
113174,2.75,171,1937
202089,2.50,66,2019
173531,0.50,62,2004
167322,4.17,73,2016
140459,2.64,39,1997
131604,2.67,138,1999
120950,1.20,30,2012
162338,3.50,160,1984
199452,0.88,126,2006
133620,2.80,179,1949
175651,1.50,59,
278528,4.50,116,1968
175327,4.06,136,2004
278204,3.50,114,1996
175319,0.50,68,1972
278196,4.00,60,2008
266334,1.50,113,1999
221294,3.50,207,1986
218693,2.50,116,2011
217505,1.50,45,2010
216767,2.00,53,2006
213660,1.00,182,2007
213285,1.12,140,2004
200438,2.50,54,2001
181353,2.00,206,2012
162482,2.93,105,1971
151030,3.31,124,1974
72649,4.25,198,1971
201130,3.00,168,2016
98253,3.10,191,1969
250092,3.33,30,2021
248842,3.10,66,2020
116433,1.67,116,2004
188535,3.14,210,2018
170889,3.46,89,2016
168260,4.00,67,2001
205060,3.50,179,2018
146398,1.75,121,2000
158186,1.83,141,2015
265836,4.67,167,2021
113908,4.00,32,2013
216785,3.50,180,2012
191473,3.17,203,2007
272649,4.00,128,2022
169772,3.25,122,2017
162810,3.10,67,2014
138562,2.50,158,2014
101585,3.25,174,2012
88031,3.25,153,2003
159381,3.25,114,1978
186453,3.00,42,2005
277712,0.50,76,2007
174835,3.33,190,2003
153584,3.16,198,2009
275303,4.50,46,2022
273231,2.50,80,2022
264027,3.25,82,2021
260575,2.50,156,2021
255629,3.00,121,2021
254867,1.00,98,2021
252650,1.50,82,2021
252154,3.00,136,2021
252028,2.20,112,2020
251636,2.50,96,2021
251200,3.00,138,2021
251182,2.00,59,2021
251022,2.50,39,2021
249846,1.00,92,2021
249738,2.00,97,2021
247110,3.00,147,2021
246548,2.25,111,2021
246346,2.50,98,2021
143381,2.50,207,1968
246258,1.86,95,2021
245052,2.33,156,2021
244962,1.25,195,2020
244852,2.00,195,2021
244786,2.00,197,2021
243802,2.75,123,2021
242902,1.86,201,2021
139441,1.50,82,2007
242318,2.56,157,2021
241012,2.17,109,2021
240818,1.83,124,2020
240490,0.75,189,2021
237238,2.75,126,2020
219531,3.50,144,2020
217218,2.17,201,2020
214186,2.69,58,2019
196227,3.29,131,2012
226688,3.00,56,2018
264812,4.00,192,1998
263031,4.50,198,2017
255469,3.00,48,2016
255015,3.50,114,2020
254012,4.50,168,2019
251490,3.75,68,2013
245428,3.75,132,2020
134835,2.50,55,1966
237712,4.17,173,2010
236363,3.75,145,2017
222368,4.75,50,2019
221518,3.50,104,2001
217447,5.00,44,1961
213806,3.42,31,2019
205319,3.50,166,1989
196697,2.30,38,1972
192899,3.88,198,1997
190505,3.35,124,2018
183259,2.33,193,2001
180767,4.50,148,1998
281950,4.00,178,2022
179073,3.67,59,1964
174927,2.60,110,2016
170929,3.50,99,2010
153272,3.00,107,2006
153208,4.06,153,1972
150318,2.00,192,2012
145933,2.75,60,1995
145034,3.69,93,2015
35008,3.33,140,1936
137885,3.50,190,1975
239168,3.00,108,1989
136291,3.83,154,1969
128291,2.90,192,1958
223670,3.50,152,2016
120793,2.67,30,1969
118133,4.50,53,2012
118054,2.33,136,1967
218919,1.94,80,2020
116042,3.33,197,1958
199528,1.83,123,2001
96651,3.14,52,1974
26738,2.87,42,1991
219007,3.00,147,2016
116130,3.00,114,2002
286269,3.00,48,2021
276427,3.00,176,2021
274343,3.00,109,2020
273755,2.50,182,2022
169286,3.17,140,1982
272163,4.00,206,2021
270064,4.00,169,2021
269968,4.25,126,2020
266194,3.50,163,2014
266120,3.00,164,2013
265540,3.75,116,2017
265518,3.50,60,2021
265462,3.50,95,2016
265110,3.50,198,2015
260919,3.75,198,2019
260615,2.90,87,2021
260465,3.00,108,2016
259825,3.50,90,2015
253086,2.75,89,2002
249998,3.00,96,2019
249086,2.50,184,2013
139199,3.25,150,1974
242076,3.00,130,2017
132596,3.10,203,1980
235473,3.50,202,2019
132120,3.50,196,1993
234997,3.27,118,2020
227841,3.12,174,2018
226728,3.75,76,2020
225764,3.50,123,2008
218321,2.50,121,2019
217877,3.50,37,2019
114638,2.75,97,1974
217515,3.25,83,2016
217459,2.67,70,2020
217362,4.00,121,1976
216541,3.00,35,2019
205519,2.00,121,2018
204230,3.25,201,2018
203064,2.50,144,1968
201522,3.40,58,2018
200242,2.50,73,2017
200240,2.67,203,2018
200238,3.00,92,2017
200136,2.33,162,2019
199696,3.00,48,2015
199315,4.00,200,2007
199265,3.30,164,2018
198063,3.00,190,2012
195955,3.90,173,2018
193723,2.50,200,2017
87514,2.62,138,1963
190391,2.80,115,2017
190327,2.83,210,2017
188699,4.00,182,2010
186509,3.33,181,2007
280326,4.00,189,1993
177449,2.25,87,2015
277874,4.50,168,1989
174997,2.33,120,2016
173439,2.88,174,2017
171615,3.42,126,2015
170473,4.00,179,2011
167364,3.50,42,2004
166769,3.50,95,2013
166727,3.14,49,2016
165411,3.25,105,2015
159201,3.75,124,2015
159199,2.00,155,2007
158757,4.25,152,2011
150610,2.50,84,2013
148962,3.50,95,2014
217242,1.50,133,1978
114365,2.50,159,2012
91933,3.67,44,2010
181701,3.38,207,2014
261549,4.17,137,2021
202607,3.75,51,2010
179797,2.00,183,2017
173751,2.20,85,2016
158022,1.17,118,2016
152658,1.50,39,2015
132333,4.50,75,2014
96530,3.00,88,2011
275833,3.50,157,1973
275809,3.50,131,1981
228177,3.50,117,1981
219713,2.80,98,1986
218535,3.67,136,1972
186879,4.00,78,1969
171627,3.88,58,1969
166429,3.00,193,1984
135651,2.75,96,2014
158649,4.00,57,2012
158051,3.33,166,1979
257483,2.50,136,2019
154606,3.54,195,1975
153610,3.70,51,1977
138304,3.42,62,2008
276711,3.00,188,1953
142957,3.50,143,1977
239838,3.50,205,1991
134551,3.00,81,2012
237428,3.75,167,1997
233139,3.75,90,2020
219870,1.50,158,1949
203641,1.25,112,1916
203639,2.30,80,1963
195245,3.55,50,1987
189671,3.67,156,1962
181777,2.89,62,1940
181281,3.25,189,1941
173431,3.17,74,1970
171229,2.25,153,2006
170167,3.25,208,1959
163400,1.33,210,1958
140836,3.50,108,1977
131518,1.75,136,1971
125427,3.00,103,1935
124829,3.12,63,1960
124213,2.88,106,1941
123965,3.00,51,1934
123796,2.25,152,1974
226356,5.00,36,1999
123479,3.00,58,1951
123268,3.36,47,1948
122725,2.83,210,1967
116885,2.75,200,1932
116881,3.00,139,1932
113717,2.22,97,1966
98286,2.70,100,1934
92611,2.83,85,1949
88491,3.25,181,1941
79651,3.58,66,1962
8461,2.89,98,1944
288145,4.00,119,2022
284995,2.50,137,2012
270604,3.50,97,2020
260231,3.33,106,2021
157104,2.50,120,1995
259981,3.33,149,2017
153504,2.50,89,1967
256381,3.50,125,2017
241558,4.33,109,2020
235995,2.50,49,2017
234253,3.50,80,2011
131206,2.50,91,1939
234083,3.50,144,2020
203916,4.17,209,1971
97705,2.20,99,1984
200582,2.88,126,2018
197327,4.10,61,2018
110537,2.65,152,1962
139349,4.00,93,2008
203701,2.33,192,2009
166617,3.00,183,1993
257633,3.75,159,2006
242404,2.75,61,2020
214824,3.50,87,2015
279850,3.50,46,2020
176973,2.80,94,2013
159775,1.50,68,2001
259031,3.50,193,1966
156154,0.50,137,1971
259029,3.00,149,1960
156152,0.50,176,1973
259027,2.50,132,1956
156150,0.50,205,1973
154755,1.50,39,1981
154742,2.36,105,1969
154692,1.75,188,2002
181035,1.75,210,2014
180359,1.00,164,2003
271533,3.50,93,2022
168656,3.08,91,2017
163458,1.40,138,2011
153782,2.50,201,2007
152900,0.67,206,2004
146412,1.50,33,2000
146382,2.00,156,2000
146376,1.17,48,1999
146370,1.50,120,
146368,1.33,124,1999
146362,1.62,166,1999
146176,1.83,101,1992
146148,2.33,165,1986
94475,3.50,148,2005
287159,3.00,101,2017
81405,1.50,129,2005
81069,2.71,60,2009
285943,2.50,71,1932
80189,2.62,183,1991
46588,3.62,170,2006
78057,3.00,60,1921
